ID,Název,Zeměpisná šířka,Zeměpisná délka
2788,Petrohrad,rozc.,50.13885,13.4361591
1220,Petrohrad,Černčice,50.1395226,13.4366608
1220,Petrohrad,Černčice,50.1395226,13.4366608
1219,Petrohrad,Černčice,škola,50.14215,13.435873
1219,Petrohrad,Černčice,škola,50.14215,13.435873
1226,Petrovice,CLO,0.0,0.0
1225,Petrovice,Krásný Les,50.7679329,13.9351988
1225,Petrovice,Krásný Les,50.7679329,13.9351988
1223,Petrovice,Krásný Les,konečná,50.77187,13.9218493
1224,Petrovice,Krásný Les,rozc.Nakléřov,50.759613,13.9415722
1224,Petrovice,Krásný Les,rozc.Nakléřov,50.759613,13.9415722
3131,Petrovice,hranice,50.81468,13.9817371
3131,Petrovice,hranice,50.81468,13.9817371
1227,Petrovice,konečná,50.8094254,13.9815283
1227,Petrovice,konečná,50.80911,13.9809942
1228,Petrovice,rozc.Krásný Les,50.787075,13.9785728
1228,Petrovice,rozc.Krásný Les,50.78704,13.9787836
1231,Petrovice,u Marvanů,50.7959366,13.9771919
1231,Petrovice,u Marvanů,50.7958641,13.9770536
1230,Petrovice,u dubu,50.8042259,13.9796238
1230,Petrovice,u dubu,50.80425,13.9794769
1232,Petrovice,záv.,50.79971,13.9755306
1232,Petrovice,záv.,50.7997,13.9753876
1229,Petrovice,škola,50.79042,13.9757433
1229,Petrovice,škola,50.79026,13.9756508
1229,Petrovice,škola,50.789463,13.9753475
2331,Pirna,0.0,0.0
2219,Plasy,0.0,0.0
2219,Plasy,0.0,0.0
1241,Ploskovice,50.5606842,14.1992044
1241,Ploskovice,50.56037,14.1986885
2220,Ploskovice (žst),50.5498848,14.20535
2220,Ploskovice (žst),50.5498848,14.20535
1235,Ploskovice,Maškovice,50.5581665,14.1874609
1235,Ploskovice,Maškovice,50.5582123,14.18745
1240,Ploskovice,Slovárna,50.5585442,14.1935911
1240,Ploskovice,Slovárna,50.55858,14.1933556
1236,Ploskovice,Starý Mlýnec,rozc.,50.5773926,14.2090883
1236,Ploskovice,Starý Mlýnec,rozc.,50.5773354,14.208972
1237,Ploskovice,Těchobuzice,50.56857,14.203023
1237,Ploskovice,Těchobuzice,50.5689354,14.2029419
1237,Ploskovice,Těchobuzice,50.56887,14.2024431
1237,Ploskovice,Těchobuzice,50.5688057,14.202529
1238,Ploskovice,Vinné,50.5842,14.2075853
1238,Ploskovice,Vinné,50.5839539,14.2076406
1239,Ploskovice,rozc.1.5,50.55011,14.2046089
1239,Ploskovice,rozc.1.5,50.5501976,14.2045984
2221,Plzeň hl.n.,0.0,0.0
2221,Plzeň hlavní nádraží,0.0,0.0
1246,Pnětluky,50.25006,13.7043352
1242,Pnětluky,Konětopy,50.267662,13.7299566
1242,Pnětluky,Konětopy,50.267662,13.7299566
1245,Pnětluky,V domcích,50.2522125,13.70632
1245,Pnětluky,V domcích,50.2522125,13.70632
1243,Pnětluky,háj.,50.2404976,13.7007284
1243,Pnětluky,háj.,0.0,0.0
1244,Pnětluky,letovisko,50.2557335,13.7087526
1244,Pnětluky,letovisko,50.2557335,13.7087526
2809,Pochvalov,50.22695,13.7936153
2809,Pochvalov,50.22697,13.7937326
1251,Podbořanský Rohozec,50.2159042,13.2626686
1263,Podbořany,50.2235374,13.404335
1263,Podbořany (žst),50.2235374,13.404335
1252,Podbořany,Buškovice,50.2238045,13.3727827
1252,Podbořany,Buškovice,50.22356,13.3727837
1253,Podbořany,Hlubany,záv.,50.2226028,13.389658
1253,Podbořany,Hlubany,záv.,50.22244,13.3892565
1255,Podbořany,Kaštice,50.2642059,13.4271793
1255,Podbořany,Kaštice,50.26417,13.4273491
1254,Podbořany,Kaštice,žel.přejezd,50.260376,13.4184151
1254,Podbořany,Kaštice,žel.přejezd,50.260376,13.4184151
1256,Podbořany,Kněžice,50.2884445,13.429266
1256,Podbořany,Kněžice,50.2884941,13.4294577
1256,Podbořany,Kněžice,50.28865,13.4293613
1257,Podbořany,Letov,50.2327957,13.44542
1257,Podbořany,Letov,50.2327957,13.44542
1266,Podbořany,Letovská,50.22758,13.4160738
1266,Podbořany,Letovská,50.2275658,13.41556
1258,Podbořany,Mory,50.28027,13.4130163
1258,Podbořany,Mory,50.28033,13.4129019
1259,Podbořany,Neprobylice,50.27164,13.4436417
1259,Podbořany,Neprobylice,50.27166,13.4437113
1267,Podbořany,Nádražní,50.22542,13.4064522
1267,Podbořany,Nádražní,50.22542,13.4064522
1270,Podbořany,OSP,50.2218361,13.3989563
1270,Podbořany,OSP,50.2218323,13.399168
1260,Podbořany,Oploty,50.28062,13.4401674
1260,Podbořany,Oploty,50.28028,13.4404955
1261,Podbořany,Pšov,50.25371,13.4579153
1261,Podbořany,Pšov,50.25371,13.4579153
1262,Podbořany,Sýrovice,50.2610245,13.4662313
1262,Podbořany,Sýrovice,50.2610245,13.4662313
1263,Podbořany,aut.nádr.,50.22368,13.40776
1263,Podbořany,aut.nádr.,50.22365,13.4075537
1263,Podbořany,aut.nádr.,50.2236366,13.4073029
1263,Podbořany,aut.nádr.,50.22361,13.4070253
1263,Podbořany,aut.nádr.,50.223587,13.4068174
1263,Podbořany,aut.nádr.,50.22356,13.4065266
1263,Podbořany,aut.nádr.,50.223465,13.4083357
1265,Podbořany,kafilerie,50.2395172,13.4213781
1265,Podbořany,kafilerie,50.2395172,13.4213781
1269,Podbořany,nem.,50.22558,13.4172754
1269,Podbořany,nem.,50.2255821,13.4170542
1268,Podbořany,nám.,50.2281151,13.4085855
1268,Podbořany,nám.,0.0,0.0
1264,Podbořany,ČSAD,50.216526,13.3952036
1264,Podbořany,ČSAD,50.216526,13.3952036
1271,Podbořany,Žatecká,50.2297173,13.4096231
1271,Podbořany,Žatecká,50.2301369,13.409709
1273,Podlesice,50.2802353,13.3310375
1273,Podlesice,50.2802963,13.330924
1272,Podlesice,školka,50.28128,13.3361769
1272,Podlesice,školka,50.2813454,13.3360958
1277,Podsedice,50.47207,13.9498835
1277,Podsedice,50.47207,13.9498835
2397,Podsedice,50.4693336,13.9568052
2397,Podsedice (žst),50.4693336,13.9568052
1275,Podsedice,Chrášťany,rozc.1.0,50.4721375,13.9299984
1275,Podsedice,Chrášťany,rozc.1.0,50.4721375,13.9299984
1276,Podsedice,rozc.1.0,50.4752274,13.9485044
1276,Podsedice,rozc.1.0,50.47525,13.949131
1276,Podsedice,rozc.1.0,50.4751129,13.9499073
1276,Podsedice,rozc.1.0,50.47511,13.949851
2224,Poděbrady,0.0,0.0
2224,Poděbrady,0.0,0.0
1278,Pokutice,50.3717651,13.2490759
1278,Pokutice,50.3718452,13.2490149
1286,Polepy,50.51096,14.267622
1286,Polepy,50.51096,14.267622
1280,Polepy,Encovany,50.5287743,14.24898
1280,Polepy,Encovany,50.5287743,14.24898
1279,Polepy,Encovany,Dolní Encovany,50.5240974,14.24528
1279,Polepy,Encovany,Dolní Encovany,50.5240974,14.24528
1281,Polepy,Hrušovany,50.51904,14.2778139
1281,Polepy,Hrušovany,50.51904,14.2778139
1282,Polepy,Libínky,50.53032,14.2853861
1282,Polepy,Libínky,50.53032,14.2853861
1283,Polepy,Okna,50.5044632,14.23943
1283,Polepy,Okna,50.50446,14.2394333
1284,Polepy,rozc.,50.5035057,14.2519741
1284,Polepy,rozc.,50.5038719,14.25211
1284,Polepy,rozc.,50.50452,14.2514334
1284,Polepy,rozc.,50.5045929,14.2514267
1287,Polepy,stará škola,50.5035057,14.2519741
1287,Polepy,stará škola,50.50576,14.2627058
2433,Polepy,u přejezdu,50.50897,14.2716084
2433,Polepy,u přejezdu,50.5090065,14.271656
1285,Polepy,škola,50.5079079,14.2654276
1285,Polepy,škola,50.50767,14.26529
1286,Polepy,žel.st.,50.5104675,14.2678318
1286,Polepy,žel.st.,50.5104141,14.2677631
1288,Polerady,50.443985,13.6535187
1288,Polerady,50.443985,13.6535187
2417,Poláky,50.3363762,13.3500433
2417,Poláky,50.3363762,13.3500433
2332,Porschdorf (Kr Pirna),50.94319,14.1385956
2332,Porschdorf(Pirna),50.94319,14.1385956
2368,Possendorf,,Hauptstr.,0.0,0.0
2368,Possendorf,,Hauptstr.,0.0,0.0
1309,Postoloprty,50.3592262,13.6997528
1309,Postoloprty,50.3592262,13.6997528
1308,Postoloprty (před st.budovou),50.3599434,13.6910133
1308,Postoloprty (žst),50.3599434,13.6910133
1308,Postoloprty (žst),50.3599434,13.6910133
1291,Postoloprty,Březno,50.3529625,13.7142963
1291,Postoloprty,Březno,50.3529625,13.7142963
1289,Postoloprty,Březno,rozc.,50.3527946,13.7274446
1289,Postoloprty,Březno,rozc.,50.35144,13.7271452
1289,Postoloprty,Březno,rozc.,0.0,0.0
1290,Postoloprty,Březno,rozc.skanzen,50.3526459,13.7480164
1292,Postoloprty,Dolejší Hůrky,50.3426361,13.6278162
1292,Postoloprty,Dolejší Hůrky,50.3426361,13.6278162
1293,Postoloprty,Hradiště,50.33246,13.6378536
1293,Postoloprty,Hradiště,50.3323936,13.6377544
1294,Postoloprty,Levonice,50.33808,13.674572
1294,Postoloprty,Levonice,50.33808,13.674572
1295,Postoloprty,Malnice,50.3344879,13.7156591
1295,Postoloprty,Malnice,50.3344879,13.7156591
1297,Postoloprty,Mradice,50.330555,13.6779356
1297,Postoloprty,Mradice,50.330555,13.6779356
1296,Postoloprty,Mradice,mlýn,50.33007,13.6677761
1296,Postoloprty,Mradice,mlýn,50.33007,13.6677761
1298,Postoloprty,Rvenice,50.37246,13.6802282
1298,Postoloprty,Rvenice,50.37246,13.6802282
1299,Postoloprty,Seletice,50.3683052,13.6674452
1299,Postoloprty,Seletice,50.3683052,13.6674452
1301,Postoloprty,Seménkovice,50.3694344,13.66659
1301,Postoloprty,Seménkovice,50.3694344,13.66659
1300,Postoloprty,Seménkovice,rozc.,50.36503,13.6626129
1300,Postoloprty,Seménkovice,rozc.,50.36503,13.6626129
1302,Postoloprty,Skupice,50.3360519,13.69817
1302,Postoloprty,Skupice,50.3360519,13.69817
1303,Postoloprty,Strkovice,50.32564,13.6497517
1303,Postoloprty,Strkovice,50.32564,13.6497517
1304,Postoloprty,Vrbka,50.3812523,13.6941118
1304,Postoloprty,Vrbka,50.3812523,13.6941118
1305,Postoloprty,nákup.stř.,50.3607864,13.6969128
1305,Postoloprty,nákup.stř.,50.3607864,13.6969128
1306,Postoloprty,nám.,50.36055,13.7013855
1306,Postoloprty,nám.,50.36055,13.7013855
1307,Postoloprty,sídliště,50.3565559,13.6916933
1307,Postoloprty,sídliště,50.3565559,13.6916933
1308,Postoloprty,žel.st.,50.3600769,13.6920633
1308,Postoloprty,žel.st.,50.3600769,13.6920633
2226,Povrly,0.0,0.0
2226,Povrly,0.0,0.0
2226,Povrly,50.670517,14.156889
2226,Povrly,50.670517,14.156889
2226,Povrly,50.670517,14.156889
2226,Povrly,50.670517,14.156889
1312,Povrly,Lužec,50.69406,14.1270475
1312,Povrly,Lužec,50.69399,14.1269808
1311,Povrly,Lužec,U mlýna,50.6953049,14.1385689
1311,Povrly,Lužec,U mlýna,50.6951942,14.1387014
1313,Povrly,Lysá,rozc.,50.7085266,14.1273088
1313,Povrly,Lysá,rozc.,50.7086067,14.12728
1315,Povrly,Mírkov,50.6944923,14.114624
1315,Povrly,Mírkov,50.6943321,14.1145487
1314,Povrly,Mírkov,samota,50.7015762,14.1125994
1314,Povrly,Mírkov,samota,50.7015228,14.1125383
1316,Povrly,Neštědice,50.66937,14.1440907
1316,Povrly,Neštědice,50.66952,14.1451912
1321,Povrly,ObÚ,50.6724854,14.1602821
1321,Povrly,ObÚ,50.6727753,14.1603832
1317,Povrly,Slavošov,50.7168541,14.1032515
1317,Povrly,Slavošov,50.7169876,14.1035328
1319,Povrly,háj.,50.6880531,14.154315
1319,Povrly,háj.,50.6879272,14.1543579
1320,Povrly,koupaliště,50.6812439,14.1566191
1320,Povrly,koupaliště,50.68122,14.1564674
1322,Povrly,sídliště,50.6771851,14.15857
1322,Povrly,sídliště,50.67712,14.1584759
1323,Povrly,učiliště,50.66987,14.1522379
1323,Povrly,učiliště,50.67018,14.1539392
1310,Povrly,Český Bukov,50.7009544,14.149929
1318,Povrly,Šachov,rozc.,50.7052536,14.1462078
1318,Povrly,Šachov,rozc.,50.7052765,14.1462708
2227,Povrly-Roztoky,0.0,0.0
2227,Povrly-Roztoky,0.0,0.0
2227,Povrly-Roztoky,50.68751,14.1874752
2227,Povrly-Roztoky,50.68751,14.1874752
2227,Povrly-Roztoky,50.68751,14.1874752
1250,Počedělice,50.371727,13.8873615
1250,Počedělice,50.371727,13.8873615
1248,Počedělice,Orasice,50.3855,13.9031315
1248,Počedělice,Orasice,50.3855,13.9031315
1249,Počedělice,Volenice,50.391037,13.9313564
2222,Počerady,50.41564,13.6863155
2222,Počerady,50.41564,13.6863155
2676,Poštovice,50.3127327,14.1377163
2676,Poštovice,50.31267,14.1378431
2228,Prackovice n. Labem,50.5729446,14.0364161
2228,Prackovice n. Labem,50.5729446,14.0364161
2228,Prackovice nad Labem,50.5729446,14.0364161
2228,Prackovice nad Labem,50.5729446,14.0364161
2621,Praha Holešovice zast.,0.0,0.0
2230,Praha Masarykovo n.,0.0,0.0
2622,Praha Masarykovo nádr.,0.0,0.0
2229,Praha hlavní nádraží,0.0,0.0
2962,Praha,,Vozovna Kobylisy,0.0,0.0
2962,Praha,,Vozovna Kobylisy,0.0,0.0
2911,Praha,Březiněves,50.1648445,14.4837971
2911,Praha,Březiněves,50.1647758,14.4836855
2790,Praha,Depo Zličín,50.05327,14.2779055
2874,Praha,Divoká Šárka,50.09265,14.3218622
2874,Praha,Divoká Šárka,50.0927658,14.3227816
2873,Praha,Dědina,50.09332,14.3049641
2873,Praha,Dědina,50.09349,14.3045273
2914,Praha,K Letňanům,50.1436653,14.4841232
2914,Praha,K Letňanům,50.144146,14.4844618
2963,Praha,Kobylisy,0.0,0.0
2963,Praha,Kobylisy,0.0,0.0
2967,Praha,Letňany,50.12558,14.5161533
2967,Praha,Letňany,50.1259155,14.515419
2838,Praha,Ládví,50.12624,14.4687681
2838,Praha,Ládví,50.126606,14.470439
2910,Praha,Na Boleslavce,50.16935,14.4839535
2910,Praha,Na Boleslavce,50.170166,14.4838161
2912,Praha,Na Fabiánce,50.16127,14.4835558
2912,Praha,Na Fabiánce,50.161087,14.4834948
3046,Praha,Navigátorů,50.09328,14.3049593
3046,Praha,Navigátorů,50.0936623,14.3027792
2959,Praha,Nádraží Holešovice,0.0,0.0
2959,Praha,Nádraží Holešovice,0.0,0.0
2875,Praha,Nádraží Veleslavín,50.0962448,14.3469973
2875,Praha,Nádraží Veleslavín,50.09546,14.346241
2992,Praha,Střížkov,50.126152,14.4888144
2916,Praha,Sídliště Ďáblice,50.13191,14.4792233
2916,Praha,Sídliště Ďáblice,50.1326866,14.47866
2958,Praha,Vychovatelna,0.0,0.0
2958,Praha,Vychovatelna,0.0,0.0
2766,Praha,Zličín,50.05534,14.28998
2766,Praha,Zličín,50.05417,14.2904854
2913,Praha,Ďáblice,50.149395,14.4861565
2913,Praha,Ďáblice,50.14836,14.4863605
2915,Praha,Ďáblický hřbitov,50.1371536,14.4787188
2915,Praha,Ďáblický hřbitov,50.1377068,14.4786091
2231,Praha-Holešovice,0.0,0.0
2708,Praha-Kbely,0.0,0.0
2708,Praha-Kbely,0.0,0.0
2232,Praha-Podbaba,0.0,0.0
2232,Praha-Podbaba,0.0,0.0
2707,Praha-Vršovice,0.0,0.0
2707,Praha-Vršovice,0.0,0.0
2706,Praha-Vysočany,0.0,0.0
2706,Praha-Vysočany,0.0,0.0
2705,Praha-Čakovice,0.0,0.0
2705,Praha-Čakovice,0.0,0.0
1330,Proboštov,50.67144,13.83756
2233,Proboštov,50.6612167,13.8381147
2233,Proboštov,50.6612167,13.8381214
1325,Proboštov,Přítkov,50.67857,13.8303652
1324,Proboštov,Přítkov,křiž.,50.680397,13.8301888
1324,Proboštov,Přítkov,křiž.,50.68045,13.8301859
1327,Proboštov,Přítkovská,50.6689835,13.8376083
1327,Proboštov,Přítkovská,50.668808,13.837677
1326,Proboštov,nám.,50.667366,13.8344479
1326,Proboštov,nám.,50.667263,13.8338585
1329,Proboštov,teplárna,50.6641426,13.8268108
1329,Proboštov,teplárna,50.66414,13.8267937
1329,Proboštov,teplárna,50.663887,13.8302279
1329,Proboštov,teplárna,50.663887,13.8302279
1328,Proboštov,škola,50.6656,13.8313932
1328,Proboštov,škola,50.6657,13.8312569
1558,Prosetice,50.631073,13.8425131
1558,Prosetice,50.631073,13.8425131
2520,Protivec,0.0,0.0
1339,Prunéřov,50.4271278,13.2624826
1339,Prunéřov,50.42573,13.2615442
1333,Prunéřov,EPRU I,50.410553,13.2496748
1333,Prunéřov,EPRU I,50.4108162,13.2492981
1334,Prunéřov,EPRU II,50.41921,13.2547264
1334,Prunéřov,EPRU II,50.41914,13.25487
1335,Prunéřov,KKZ,50.4136734,13.24864
1335,Prunéřov,KKZ,50.4136162,13.2486973
1336,Prunéřov,SSaŽ,50.4042625,13.2566528
1336,Prunéřov,SSaŽ,50.4043961,13.2561646
1337,Prunéřov,STS,50.40157,13.2774363
1337,Prunéřov,STS,50.40157,13.2774363
1338,Prunéřov,Ušák,50.4324,13.2770166
1338,Prunéřov,Ušák,50.4323044,13.277154
1332,Prunéřov,důl Nástup,50.4038,13.2763605
1332,Prunéřov,důl Nástup,50.4038773,13.2770252
1331,Prunéřov,ČSAD,50.3985,13.2766218
1331,Prunéřov,ČSAD,50.3988266,13.2768135
2118,Prunéřov,žel.st.Kadaň,50.41117,13.2573557
2691,Prunéřov,žel.st.Kadaň,50.4111633,13.2573709
2213,Páleček,50.2908859,14.0295582
2213,Páleček,50.2908859,14.0295582
1208,Pátek,50.3768349,13.9364233
1208,Pátek,50.3768349,13.9364233
1208,Pátek,50.3768349,13.9364233
1234,Píšťany,50.51925,14.0706987
1234,Píšťany,přístaviště,50.5212364,14.0723276
1216,Pětipsy,50.32057,13.3493271
1216,Pětipsy,50.3213043,13.3485146
2418,Pětipsy,50.31945,13.3451977
2418,Pětipsy (žst),50.31945,13.3451977
2905,Předboj,Rozc.,50.2250175,14.495079
2905,Předboj,Rozc.,50.2240372,14.4951649
1344,Přestanov,50.686,13.92079
1344,Přestanov,50.68594,13.9207182
1344,Přestanov,50.6848068,13.9197464
1344,Přestanov,50.6848564,13.9194775
1343,Přestanov,U Pomníku,50.6901436,13.9105682
1343,Přestanov,U Pomníku,50.69039,13.9117594
1343,Přestanov,U Pomníku,50.6901245,13.9105721
1343,Přestanov,U Pomníku,50.6901436,13.9105682
1346,Přestavlky,50.4055939,14.1944809
1346,Přestavlky,50.4055939,14.1944809
1345,Přestavlky,rozc.1.0,50.4052773,14.2111673
1345,Přestavlky,rozc.1.0,50.4053726,14.21133
1341,Přečaply,50.4310265,13.4728022
1341,Přečaply,50.4310265,13.4728022
1340,Přečaply,starý cukrovar,50.43581,13.4677191
1340,Přečaply,starý cukrovar,50.43581,13.4677191
2630,Přístaviště,0.0,0.0
2532,Pšovlky,50.10442,13.5979528
1351,Radechov,50.2862549,13.2696562
1351,Radechov,50.2859726,13.2698507
2235,Radejčín,50.580246,14.0040016
2235,Radejčín,50.580246,14.0040016
2235,Radejčín (NAD Teplice v Č.),50.580246,14.0040016
2235,Radejčín (NAD),50.580246,14.0040016
2235,Radejčín (směr Lovosice),50.580246,14.0040016
1352,Radenov,50.5262871,13.3613224
1352,Radenov,50.5262871,13.3613224
1354,Radonice,50.2978363,13.2870045
1354,Radonice,50.2978745,13.2871227
2421,Radonice u Kadaně,50.2980881,13.2772017
2421,Radonice u Kadaně,50.2980881,13.2772017
1353,Radonice,žel.st.,50.298336,13.2785778
1353,Radonice,žel.st.,50.2984657,13.2785044
1355,Radovesice,50.41121,14.0683527
1355,Radovesice,50.41113,14.0687819
2544,Radovesice,náves,50.4101868,14.0686941
2544,Radovesice,náves,50.4101868,14.0686941
2237,Rakovník,0.0,0.0
2237,Rakovník,0.0,0.0
2985,Rakovník zastávka,0.0,0.0
2535,Rakovník západ,0.0,0.0
2237,Rakovník,,aut.st.,50.1006546,13.7329731
2237,Rakovník,,aut.st.,50.10074,13.7341547
2661,Rakovník,,žel.zast.západ,50.1019363,13.7145786
2655,Rakovník,Lišanská,50.1094551,13.7339907
2655,Rakovník,Lišanská,50.10944,13.7341528
2658,Rakovník,Na Sekyře,50.1026,13.7305908
2658,Rakovník,Na Sekyře,50.1029854,13.7286692
2659,Rakovník,Prokopova,50.10104,13.7269917
2659,Rakovník,Prokopova,50.10098,13.7269831
2656,Rakovník,V Jamce,50.1066055,13.7303667
2656,Rakovník,V Jamce,50.10663,13.7292385
2917,Rakovník,nem.,50.10776,13.7135048
2917,Rakovník,nem.,50.1071243,13.7174759
2654,Rakovník,rozc.Cikánka,50.1194229,13.73268
2654,Rakovník,rozc.Cikánka,50.1194458,13.7327652
2660,Rakovník,sídl.gen.Kholla,50.10222,13.7212324
2660,Rakovník,sídl.gen.Kholla,50.1018753,13.7211819
2657,Rakovník,Čs.legií,50.10377,13.7256479
2657,Rakovník,Čs.legií,50.1047325,13.7251368
1356,Raná,50.4124527,13.780365
1356,Raná,50.41205,13.7804289
2333,Rathmannsdorf (Kr Pirna),50.92694,14.1308689
2333,Rathmannsdorf(Kr Pirna),50.92694,14.1308689
1347,Račetice,50.3051338,13.3661747
1347,Račetice,50.3051567,13.3662977
1347,Račetice,50.30539,13.3651485
1347,Račetice,50.3053665,13.3654671
1347,Račetice,50.30613,13.3653564
1347,Račetice,50.3062248,13.3653908
1348,Račice,50.4606476,14.3519793
1348,Račice,50.4606438,14.35171
2546,Račice,Labe aréna,50.45964,14.3461361
2083,Račice,rozc.,0.0,0.0
2083,Račice,rozc.,0.0,0.0
1350,Račiněves,50.37481,14.2192383
1350,Račiněves,50.37481,14.2192383
1349,Račiněves,Motorest rozc.,50.38952,14.2242432
1349,Račiněves,Motorest rozc.,50.3896942,14.2246876
1349,Račiněves,Motorest rozc.,50.38933,14.2258005
1349,Račiněves,Motorest rozc.,50.3895378,14.2257948
2473,Račiněves,otočka,50.3738556,14.2168531
2473,Račiněves,otočka,0.0,0.0
2473,Račiněves,otočka,0.0,0.0
2496,Reitzenhain,Kfz-Werkstatt,50.564476,13.2198734
2496,Reitzenhain,Kfz-Werkstatt,50.5654945,13.2189417
2494,Reitzenhain,Wendeschleife,50.5570831,13.2186909
2494,Reitzenhain,Wendeschleife,50.5570831,13.2186909
2495,Reitzenhain,ZOLL,50.5518951,13.2220011
2495,Reitzenhain,ZOLL,50.5511246,13.221817
1366,Rochov,50.4611778,14.1184511
1366,Rochov,50.4610367,14.1186666
1367,Rokle,50.35319,13.2976818
1367,Rokle,50.3536034,13.2976265
409,Rokle,Hradec,50.3586922,13.31573
408,Rokle,Hradec,rozvodna,50.3411446,13.3235
408,Rokle,Hradec,rozvodna,50.3413353,13.3234968
2019,Rokle,Želina,rozc.,50.3608932,13.2859583
2019,Rokle,Želina,rozc.,50.3609848,13.285965
1386,Roudnice n. Labem,50.4265366,14.2652512
1386,Roudnice n. Labem,50.4265366,14.2652512
2579,Roudnice n.L.,28.října,50.42396,14.2679214
2579,Roudnice n.L.,28.října,50.42396,14.2679214
1372,Roudnice n.L.,Bezděkov škola,50.42616,14.2779865
1372,Roudnice n.L.,Bezděkov škola,50.42616,14.2779865
1372,Roudnice n.L.,Bezděkov škola,0.0,0.0
1372,Roudnice n.L.,Bezděkov škola,0.0,0.0
1373,Roudnice n.L.,Chelčického,50.42739,14.2833414
1373,Roudnice n.L.,Chelčického,50.4274,14.2836075
2582,Roudnice n.L.,Dobrovského,50.42555,14.2748079
2582,Roudnice n.L.,Dobrovského,50.4251938,14.2827568
1376,Roudnice n.L.,Glazura,50.4321976,14.2893353
1376,Roudnice n.L.,Glazura,50.43225,14.28953
1376,Roudnice n.L.,Glazura,50.43237,14.2900095
2583,Roudnice n.L.,Hochmanova,50.4252052,14.2828541
2583,Roudnice n.L.,Hochmanova,50.4251938,14.2827568
2602,Roudnice n.L.,Hornická,50.42559,14.2405481
2602,Roudnice n.L.,Hornická,50.4257,14.2404594
2588,Roudnice n.L.,Libušina,50.41941,14.2489462
2588,Roudnice n.L.,Libušina,50.4194565,14.2488022
1379,Roudnice n.L.,Masný průmysl,50.43004,14.2912779
1379,Roudnice n.L.,Masný průmysl,50.4301033,14.2916756
1380,Roudnice n.L.,Na Kolečku,50.4250832,14.2375383
1380,Roudnice n.L.,Na Kolečku,50.4250221,14.2376089
2584,Roudnice n.L.,Obchodní zóna,50.4240265,14.240509
2584,Roudnice n.L.,Obchodní zóna,50.4242554,14.2406445
2585,Roudnice n.L.,Okružní,50.42213,14.2409258
2585,Roudnice n.L.,Okružní,50.4222069,14.2408524
2581,Roudnice n.L.,Palackého,50.42631,14.272542
1369,Roudnice n.L.,Podlusky,9.května,50.4209976,14.226532
1369,Roudnice n.L.,Podlusky,9.května,50.4210052,14.2263594
1370,Roudnice n.L.,Podlusky,Chvalínská,50.421833,14.225174
1370,Roudnice n.L.,Podlusky,Chvalínská,50.42206,14.2244663
1368,Roudnice n.L.,Podlusky,Zahradní,50.4237366,14.23128
1368,Roudnice n.L.,Podlusky,Zahradní,50.42376,14.2311192
2587,Roudnice n.L.,Podluská,50.4171333,14.2478933
1377,Roudnice n.L.,Purkyňovo nám.,50.4227829,14.2545757
1377,Roudnice n.L.,Purkyňovo nám.,50.4227753,14.25492
2589,Roudnice n.L.,Riegrova,50.4232521,14.2607594
2589,Roudnice n.L.,Riegrova,50.4231834,14.2609816
2589,Roudnice n.L.,Riegrova,50.4231834,14.2609816
2592,Roudnice n.L.,Roudnická,50.4293823,14.2869978
2592,Roudnice n.L.,Roudnická,50.42956,14.2873726
2580,Roudnice n.L.,Tylova,0.0,0.0
2580,Roudnice n.L.,Tylova,50.42468,14.2725677
1381,Roudnice n.L.,Tyršův stadion,50.4230957,14.25118
1381,Roudnice n.L.,Tyršův stadion,50.4229,14.2517776
1371,Roudnice n.L.,aut.nádr.,50.42418,14.2613516
1371,Roudnice n.L.,aut.nádr.,50.42486,14.2607317
1371,Roudnice n.L.,aut.nádr.,50.4249725,14.2606506
1371,Roudnice n.L.,aut.nádr.,50.4241333,14.2605734
1371,Roudnice n.L.,aut.nádr.,50.4241142,14.26034
1371,Roudnice n.L.,aut.nádr.,50.4240723,14.260807
1371,Roudnice n.L.,aut.nádr.,50.4245949,14.2599039
1378,Roudnice n.L.,letiště,50.408226,14.2384453
1378,Roudnice n.L.,letiště,50.4082642,14.2386627
1384,Roudnice n.L.,nemocnice,50.42361,14.2479038
1384,Roudnice n.L.,nemocnice,50.42356,14.2474623
2502,Roudnice n.L.,plavební komora,50.4298134,14.2482176
1386,Roudnice n.L.,přístaviště,50.42791,14.2541752
3144,Roudnice n.L.,přívoz,50.4267044,14.2664118
1383,Roudnice n.L.,sídliště,50.4242554,14.2438316
1383,Roudnice n.L.,sídliště,50.42425,14.24319
2603,Roudnice n.L.,u hřbitova,50.4263,14.2441406
2603,Roudnice n.L.,u hřbitova,50.42637,14.2441273
1382,Roudnice n.L.,zámecký park,50.42386,14.265357
1375,Roudnice n.L.,ČSAD,50.4273224,14.2445488
1375,Roudnice n.L.,ČSAD,50.42725,14.244421
1374,Roudnice n.L.,Čihadla,50.4193764,14.26614
1374,Roudnice n.L.,Čihadla,50.4193954,14.2656536
1374,Roudnice n.L.,Čihadla (v ul. Řipská),50.4197922,14.26583
1374,Roudnice n.L.,Čihadla (v ul. Řipská),0.0,0.0
2586,Roudnice n.L.,Školní,50.4207726,14.24489
2586,Roudnice n.L.,Školní,50.42113,14.24403
1385,Roudnice n.L.,Špindlerova tř.,50.4196243,14.2512693
1385,Roudnice n.L.,Špindlerova tř.,50.4196854,14.251543
